Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
213,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Lighthouse,-35.23796385123519,149.07167841517702,Gastropub
214,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Chatterbox Espresso Bar,-35.24118282226996,149.07100301381593,Café
215,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Yogurtland,-35.23782278914587,149.06458505454694,Dessert Shop
216,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Coffee Club,-35.23850279208846,149.0661310608485,Café
217,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Chong Co Thai Restaurant & Bar,-35.237596,149.063132,Asian Restaurant
218,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Belconnen Basketball & Sports Centre,-35.24200716961211,149.05735592974037,Athletics & Sports
219,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Mad Mex Fresh Mexican Grill,-35.237921886430996,149.06456926428896,Mexican Restaurant
220,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Dymocks Belconnen,-35.23812583825373,149.06675703709618,Bookstore
221,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Goodberry's Frozen Custard,-35.24158881484122,149.06379278512856,Dessert Shop
222,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Max Brenner Chocolate Bar,-35.23834509459585,149.0637044627456,Dessert Shop
223,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Pot Belly Bar,-35.24187693465265,149.06273750538023,Music Venue
224,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Red Rooster,-35.236530181010394,149.07072956659883,Fast Food Restaurant
225,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Knead Patisserie,-35.2457510834518,149.06510573157323,Bakery
226,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Sea Harvest Australia,-35.24604,149.065431,Food & Drink Shop
227,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Remedy by Lonsdale St Roasters,-35.23951,149.06781,Coffee Shop
228,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Guzman Y Gomez,-35.238222219921546,149.0650963274098,Mexican Restaurant
229,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Zambrero Fresh Mex Grill,-35.23701406485514,149.07132969238396,Mexican Restaurant
230,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Ziggy's Garden Fresh,-35.24576071704354,149.0651629779243,Fruit & Vegetable Store
231,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Sakura Japanese,-35.23814582777293,149.0652369484383,Asian Restaurant
232,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Crepe Cafe,-35.23833078618971,149.066032491277,Coffee Shop
233,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Basement,-35.240218409765326,149.05893392241595,Music Venue
234,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,The Good Guys,-35.24080334101362,149.06362824449212,Electronics Store
235,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,1st Choice Liquor Superstore,-35.245504208862116,149.06571112887144,Food & Drink Shop
236,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Bell's Dry Cleaners,-35.23836145102756,149.0668956936735,Dry Cleaner
237,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Cafe 2617,-35.239468,149.063157,Café
238,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Heng Hing Roast Inn,-35.24608268988017,149.0657110546402,Asian Restaurant
239,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Canberra City Gymnastics Club,-35.242577547772214,149.0713284647905,Athletics & Sports
240,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Caffe Cherry Beans,-35.23781406300176,149.06460461798517,Café
241,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Can Tho,-35.2416312930669,149.0633210964092,Asian Restaurant
242,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Malaysian Chapter,-35.24103,149.06282,Asian Restaurant
243,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,DL Collective,-35.23824825528453,149.06364867913925,Café
244,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Bharat International,-35.24129,149.0599,Indian Restaurant
245,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Oporto,-35.23794338618323,149.06500488414875,Fast Food Restaurant
246,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,2 Yummy BBQ Noodle House,-35.23630393018257,149.06987856543387,Asian Restaurant
247,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Black Pepper,-35.23367331326073,149.06417175334727,Café
248,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Bing Lee,-35.24009,149.05944,Electronics Store
249,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Power Yoga Canberra,-35.24151340729612,149.05950044173198,Athletics & Sports
250,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Fit n Fast Belconnen,-35.23704722804009,149.0675818909213,Athletics & Sports
251,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Rebel Sport,-35.23879752272406,149.0652546286583,Sporting Goods Shop
252,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Cafe On Benjamin,-35.23831764548206,149.06728796780533,Café
253,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Boost Juice,-35.23822899719045,149.06572212322178,Juice Bar
254,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Thai Chiang Rai,-35.237,149.07088,Asian Restaurant
255,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Sushi Bay,-35.23779531807781,149.06310429455687,Asian Restaurant
256,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Coffee Guru,-35.240500475956416,149.06753159555163,Café
257,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,As Nature Intended,-35.24593540306853,149.06566801313738,Café
258,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Wiffens Premium Green Grocer,-35.245408803851056,149.06524658203125,Fruit & Vegetable Store
259,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Belconnen Delicatessen,-35.245824578269094,149.06548912109042,Deli / Bodega
260,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Turkish Delight,-35.241656160759625,149.06305707770065,Middle Eastern Restaurant
261,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Prince Palace,-35.2362328436962,149.06959082291158,Asian Restaurant
262,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Best & Less,-35.237528,149.066791,Clothing Store
263,Australian Capital Territory,Westfield Belconnen,-35.23833,149.065,Cold Rock Ice Creamery,-35.23776256220332,149.0630368496219,Dessert Shop
265,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Coles,-35.346488272935844,149.0846622729091,Food & Drink Shop
266,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Hellenic Club,-35.34211417583806,149.0866615440814,Bar
267,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Westfield Food Court,-35.346364634672796,149.08697938603046,Food Court
268,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,JB Hi-Fi,-35.34529399966236,149.08597245093216,Electronics Store
269,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Hoyts,-35.34698506783587,149.0873572741023,Movie Theater
270,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Space Kitchen,-35.34197799838565,149.0837058058737,Café
271,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Canberra Southern Cross Club,-35.34834847539938,149.08753023187,Bar
272,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Espresso Room,-35.34613609212278,149.08670105393253,Coffee Shop
273,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Urban Bean Espresso Bar,-35.34266715514206,149.08498517763425,Café
274,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Abode - The Apartment Hotel,-35.343375015736214,149.0862281917866,Hotel
275,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,David Jones,-35.34570952770616,149.08662387521443,Department Store
276,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Phillip Swimming & Ice Skating Centre,-35.33961943242626,149.08411771572676,Athletics & Sports
277,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Turkish Pide House,-35.34637375231879,149.08444181862976,Turkish Restaurant
278,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Southside Farmer's Market,-35.340139,149.089024,Food & Drink Shop
279,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Belluci's,-35.34013675219544,149.0841729984688,Italian Restaurant
280,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,San Churro,-35.346394808952944,149.0872785140757,Dessert Shop
281,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Chemist Warehouse,-35.34546343779444,149.08400256473547,Pharmacy
282,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Schnitz,-35.346399545063505,149.08457169710366,Fried Chicken Joint
283,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Dan Murphy's,-35.34981159057971,149.08946471458898,Food & Drink Shop
284,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Grill'd,-35.347397,149.08722,Burger Joint
285,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Hog's Breath Cafe,-35.34882014544515,149.08641322665858,Steakhouse
286,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Caffe Cherry Beans,-35.34537829003862,149.08601211831848,Café
287,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Anytime Fitness,-35.349476512225365,149.0863966584402,Athletics & Sports
288,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Woden Town Square,-35.34484074082677,149.08551889824753,Plaza
289,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Bakers Delight,-35.34638079108808,149.08477907187415,Bakery
290,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Eddison Skate Park,-35.34026306261716,149.09104531875164,Athletics & Sports
291,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,No. 10 Restaurant + Bar,-35.34335,149.08593,Australian Restaurant
292,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Asian Noodle House,-35.340356923239725,149.08409112603553,Asian Restaurant
293,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Ginseng,-35.342076979000126,149.0866223764467,Asian Restaurant
294,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Subway,-35.34988183266157,149.0889882953124,Sandwich Place
295,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Hero Sushi,-35.3464566330338,149.0847589326795,Asian Restaurant
296,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Chong Co Thai Woden,-35.34693072440018,149.08466697735992,Asian Restaurant
297,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Indian Affair,-35.35260782,149.08790097,Indian Restaurant
298,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Elite Physique,-35.350884507154746,149.08681360517994,Athletics & Sports
299,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Lava Espresso Bar,-35.35304002201288,149.08807414784803,Café
300,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Hungry Jack's,-35.34637464216834,149.08701346510497,Fast Food Restaurant
301,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,The Coffee Club,-35.34616066887947,149.0862209265608,Coffee Shop
302,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Vietnam House,-35.34695461533915,149.08459464979273,Asian Restaurant
303,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Revolution CD,-35.346119179101464,149.0872809290886,Record Shop
304,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Tradies,-35.34095502085323,149.08390536018092,Bar
305,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Boost Juice,-35.3464449294127,149.08635036756633,Juice Bar
306,Australian Capital Territory,Westfield Woden,-35.34639,149.08667,Subway,-35.346479092560905,149.08704196932752,Sandwich Place
308,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,H&M,-33.883600490996855,151.1936535123897,Clothing Store
309,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Coles,-33.88362859590017,151.19413052358692,Food & Drink Shop
310,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Harris Farm Markets,-33.88365,151.19376,Fruit & Vegetable Store
312,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,University Sports & Aquatic Centre (USAC),-33.891080126940295,151.19142702604836,College Rec Center
313,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Spice Alley,-33.88504134022075,151.20173488585613,Asian Restaurant
315,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Merchants Of Ultimo,-33.88368445530666,151.19484416337949,Food Court
316,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Lüneburger German Bakery,-33.88383632636173,151.20399828895805,Bakery
317,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Four Points by Sheraton Sydney,-33.88464418267588,151.19887602141137,Hotel
318,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Ian Thorpe Aquatic Centre,-33.877254333759595,151.19880496092816,Pool
319,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Passiontree Velvet,-33.883649087658476,151.19385871759246,Café
320,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Officeworks,-33.88483408359484,151.18460312219707,Paper / Office Supplies Store
321,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Apple Broadway,-33.8838954,151.1942707,Electronics Store
322,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,The Old Clare Hotel,-33.88426731902789,151.2015182653952,Hotel
323,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Do Dee Paidang,-33.880669892545846,151.20301816803482,Asian Restaurant
324,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Powerhouse Museum,-33.87859163571757,151.19951225584043,Museum
325,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,La Mamma del Gelato Anita,-33.88485304140504,151.2004599861808,Dessert Shop
326,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,Victoria Park Swimming Pool,-33.88572098030378,151.19411932390267,Pool
327,New South Wales,Broadway Shopping Centre,-33.88389,151.19388999999998,The Dolar Shop,-33.879559281562116,151.202854514122,Asian Restaurant
